Food Name,Category,Calories (per 100g),Carbs (g),Fiber (g),Protein (g),Fat (g),GI Score,Diabetic-friendly (Yes/No),Common Dishes
Cashews,Nuts,311,65.9,7.2,17.0,19.1,Low,Yes,Cashews dish
Cashews,Nuts,41,34.9,6.6,12.3,23.6,Medium,No,Cashews dish
Cashews,Nuts,580,54.5,6.4,20.8,37.5,Medium,No,Cashews dish
Cashews,Nuts,342,54.3,14.7,20.8,27.2,High,No,Cashews dish
Cashews,Nuts,188,44.9,12.0,22.1,43.2,Low,Yes,Cashews dish
Cashews,Nuts,399,46.2,5.5,13.3,40.7,Medium,No,Cashews dish
Cashews,Nuts,505,24.0,1.7,22.7,28.3,High,No,Cashews dish
Cashews,Nuts,567,66.1,14.4,32.7,23.6,Medium,No,Cashews dish
Cashews,Nuts,98,39.1,13.2,8.3,20.7,High,No,Cashews dish
Cashews,Nuts,340,52.8,10.3,34.2,20.6,Low,Yes,Cashews dish
Cashews,Nuts,350,54.9,4.6,5.9,26.4,Medium,No,Cashews dish
Cashews,Nuts,527,54.5,8.3,3.3,4.3,Medium,No,Cashews dish
Cashews,Nuts,596,63.9,7.9,1.3,13.3,High,No,Cashews dish
Cashews,Nuts,39,39.4,3.2,20.7,36.6,Medium,No,Cashews dish
Cashews,Nuts,563,60.3,14.0,9.5,4.4,Low,Yes,Cashews dish
Cashews,Nuts,162,6.4,1.5,9.0,38.5,High,No,Cashews dish
Cashews,Nuts,122,7.9,8.4,37.4,24.8,Low,Yes,Cashews dish
Cashews,Nuts,84,51.6,6.1,13.5,5.5,Medium,No,Cashews dish
Cashews,Nuts,490,25.7,11.0,33.1,4.9,High,No,Cashews dish
Cashews,Nuts,405,48.4,1.1,28.4,1.3,High,No,Cashews dish
Cashews,Nuts,126,28.6,8.9,20.7,23.5,High,No,Cashews dish
Cashews,Nuts,161,62.9,7.0,39.3,47.2,Low,Yes,Cashews dish
Cashews,Nuts,312,8.0,9.4,12.7,1.6,High,No,Cashews dish
Cashews,Nuts,566,67.6,4.0,5.0,42.4,Medium,No,Cashews dish
Cashews,Nuts,40,67.4,0.2,28.9,4.8,High,No,Cashews dish
Cashews,Nuts,92,17.7,11.8,36.4,33.0,High,No,Cashews dish
Cashews,Nuts,470,67.8,1.1,40.0,24.9,High,No,Cashews dish
Cashews,Nuts,351,15.3,4.5,36.0,4.4,Low,Yes,Cashews dish
Cashews,Nuts,33,55.4,9.3,14.8,20.2,High,No,Cashews dish
Cashews,Nuts,511,39.0,12.6,28.4,23.7,Low,Yes,Cashews dish
Cashews,Nuts,99,68.4,0.5,15.5,12.4,Medium,No,Cashews dish
Cashews,Nuts,182,40.5,5.2,23.8,45.7,Low,Yes,Cashews dish
Cashews,Nuts,400,49.8,3.4,15.6,26.4,Low,Yes,Cashews dish
Cashews,Nuts,397,70.0,5.8,16.5,43.7,High,No,Cashews dish
Cashews,Nuts,73,69.8,7.3,38.7,32.3,High,No,Cashews dish
Cashews,Nuts,49,62.6,11.8,14.2,44.1,Low,Yes,Cashews dish
Cashews,Nuts,524,59.5,11.7,35.4,1.9,High,No,Cashews dish
Cashews,Nuts,59,45.2,14.2,39.8,26.8,Low,Yes,Cashews dish
Cashews,Nuts,538,37.8,4.2,35.6,36.2,Medium,No,Cashews dish
Cashews,Nuts,154,44.0,14.7,9.7,32.5,Medium,No,Cashews dish
Cashews,Nuts,102,66.9,11.9,4.9,9.2,Low,Yes,Cashews dish
Cashews,Nuts,277,10.1,4.0,21.1,14.6,High,No,Cashews dish
Cashews,Nuts,233,60.2,1.1,38.5,37.9,High,No,Cashews dish
Peanuts,Nuts,337,8.3,5.4,27.8,26.6,High,No,Peanuts dish
Peanuts,Nuts,375,50.4,10.8,20.1,5.7,Medium,No,Peanuts dish
Peanuts,Nuts,467,51.2,15.0,38.2,41.6,Medium,No,Peanuts dish
Peanuts,Nuts,426,23.2,11.8,2.2,26.0,Low,Yes,Peanuts dish
Peanuts,Nuts,72,45.8,13.2,3.3,35.9,High,No,Peanuts dish
Peanuts,Nuts,496,32.4,12.3,36.6,4.1,Medium,No,Peanuts dish
Peanuts,Nuts,191,37.5,3.9,38.2,36.1,High,No,Peanuts dish
Peanuts,Nuts,171,59.7,3.2,18.0,36.3,Low,Yes,Peanuts dish
Peanuts,Nuts,524,50.0,2.8,34.7,41.1,Medium,No,Peanuts dish
Peanuts,Nuts,202,59.0,13.8,23.9,18.1,High,No,Peanuts dish
Peanuts,Nuts,328,17.3,3.7,14.1,6.2,Low,Yes,Peanuts dish
Peanuts,Nuts,152,46.5,4.8,21.9,39.5,Medium,No,Peanuts dish
Peanuts,Nuts,408,14.7,10.3,24.5,42.7,Medium,No,Peanuts dish
Peanuts,Nuts,452,25.3,4.7,12.5,16.4,Low,Yes,Peanuts dish
Peanuts,Nuts,291,26.9,10.0,12.4,14.5,Medium,No,Peanuts dish
Peanuts,Nuts,515,63.1,1.7,28.6,49.0,Medium,No,Peanuts dish
Peanuts,Nuts,33,28.8,6.0,2.5,34.8,High,No,Peanuts dish
Peanuts,Nuts,378,38.8,9.8,11.2,39.1,Medium,No,Peanuts dish
Peanuts,Nuts,11,48.8,4.5,21.7,6.0,Medium,No,Peanuts dish
Peanuts,Nuts,207,12.5,7.9,2.3,20.1,High,No,Peanuts dish
Peanuts,Nuts,208,69.1,5.0,27.8,1.7,High,No,Peanuts dish
Peanuts,Nuts,197,13.6,6.4,33.0,43.2,Low,Yes,Peanuts dish
Peanuts,Nuts,551,45.2,14.9,23.5,33.6,Medium,No,Peanuts dish
Peanuts,Nuts,456,4.3,2.8,0.8,5.8,Medium,No,Peanuts dish
Peanuts,Nuts,411,49.7,3.1,8.2,28.6,Medium,No,Peanuts dish
Peanuts,Nuts,366,18.6,11.8,27.4,41.2,High,No,Peanuts dish
Peanuts,Nuts,94,37.7,2.8,7.3,29.5,Low,Yes,Peanuts dish
Peanuts,Nuts,400,10.7,12.2,21.3,12.9,Low,Yes,Peanuts dish
Peanuts,Nuts,596,44.6,11.5,26.1,26.0,High,No,Peanuts dish
Peanuts,Nuts,44,10.7,11.4,28.5,31.7,Low,Yes,Peanuts dish
Peanuts,Nuts,432,67.0,11.0,12.2,35.2,Medium,No,Peanuts dish
Peanuts,Nuts,373,50.8,11.7,33.7,39.8,Low,Yes,Peanuts dish
Peanuts,Nuts,315,50.3,13.9,22.6,18.6,Low,Yes,Peanuts dish
Peanuts,Nuts,77,61.8,14.8,31.4,27.7,High,No,Peanuts dish
Peanuts,Nuts,209,61.8,12.8,34.6,1.6,Medium,No,Peanuts dish
Peanuts,Nuts,596,26.2,6.0,25.2,27.9,Low,Yes,Peanuts dish
Peanuts,Nuts,469,24.4,2.8,4.2,11.5,Medium,No,Peanuts dish
Peanuts,Nuts,474,36.2,2.0,39.8,4.7,High,No,Peanuts dish
Peanuts,Nuts,474,2.0,2.3,32.7,38.5,Medium,No,Peanuts dish
Peanuts,Nuts,464,24.2,9.3,8.7,40.6,Medium,No,Peanuts dish
Peanuts,Nuts,449,6.5,9.8,24.4,26.7,High,No,Peanuts dish
Peanuts,Nuts,547,18.2,0.3,14.1,28.8,Low,Yes,Peanuts dish
Peanuts,Nuts,65,43.5,1.0,14.5,7.1,Low,Yes,Peanuts dish
Peanuts,Nuts,426,40.4,10.1,15.0,30.7,High,No,Peanuts dish
Peanuts,Nuts,422,23.8,9.2,31.4,34.1,Low,Yes,Peanuts dish
Peanuts,Nuts,194,67.0,4.2,29.8,23.1,High,No,Peanuts dish
Peanuts,Nuts,137,17.9,10.4,7.0,34.9,High,No,Peanuts dish
Peanuts,Nuts,467,65.3,9.1,27.1,4.6,Low,Yes,Peanuts dish
Peanuts,Nuts,120,59.5,14.5,11.3,46.3,Low,Yes,Peanuts dish
Peanuts,Nuts,275,12.6,3.5,11.6,24.2,Medium,No,Peanuts dish
Pistachios,Nuts,166,54.1,8.4,16.9,4.4,Medium,No,Pistachios dish
Pistachios,Nuts,61,18.8,7.0,10.5,13.0,Medium,No,Pistachios dish
Pistachios,Nuts,505,14.1,11.2,7.9,31.3,Low,Yes,Pistachios dish
Pistachios,Nuts,460,14.9,5.9,25.4,12.0,Low,Yes,Pistachios dish
Pistachios,Nuts,460,11.3,5.6,1.5,36.6,Low,Yes,Pistachios dish
Pistachios,Nuts,524,44.2,9.6,39.1,10.9,Medium,No,Pistachios dish
Pistachios,Nuts,469,55.5,1.3,11.0,31.8,Low,Yes,Pistachios dish
Pistachios,Nuts,47,51.7,4.8,20.7,6.3,High,No,Pistachios dish
Pistachios,Nuts,57,9.8,14.4,39.1,25.9,High,No,Pistachios dish
Pistachios,Nuts,355,42.2,5.6,28.6,8.8,Medium,No,Pistachios dish
Pistachios,Nuts,151,1.4,2.6,17.7,44.9,Low,Yes,Pistachios dish
Pistachios,Nuts,186,25.6,11.2,28.3,49.7,Low,Yes,Pistachios dish
Pistachios,Nuts,309,69.8,2.4,19.3,36.8,Low,Yes,Pistachios dish
Pistachios,Nuts,429,1.2,9.2,34.1,8.5,Low,Yes,Pistachios dish
Pistachios,Nuts,278,43.2,12.4,6.3,39.3,High,No,Pistachios dish
Pistachios,Nuts,15,15.7,3.6,21.7,12.8,High,No,Pistachios dish
Pistachios,Nuts,570,44.4,13.4,13.3,45.7,Medium,No,Pistachios dish
Pistachios,Nuts,219,14.3,7.1,37.5,42.0,Medium,No,Pistachios dish
Pistachios,Nuts,41,2.1,9.7,11.0,17.8,Low,Yes,Pistachios dish
Pistachios,Nuts,363,27.6,7.1,26.7,0.5,High,No,Pistachios dish
Pistachios,Nuts,45,17.3,9.9,19.7,28.6,Low,Yes,Pistachios dish
Pistachios,Nuts,533,43.7,4.8,39.4,30.9,High,No,Pistachios dish
Pistachios,Nuts,593,42.9,6.6,1.4,3.7,Low,Yes,Pistachios dish
Pistachios,Nuts,501,10.6,7.5,34.7,7.5,Low,Yes,Pistachios dish
Pistachios,Nuts,41,47.3,8.7,20.0,23.3,Low,Yes,Pistachios dish
Pistachios,Nuts,344,57.7,11.7,33.8,22.4,High,No,Pistachios dish
Pistachios,Nuts,163,9.9,5.7,26.1,33.6,Low,Yes,Pistachios dish
Pistachios,Nuts,200,51.1,12.2,27.9,38.5,Medium,No,Pistachios dish
Pistachios,Nuts,423,54.6,1.8,11.0,22.2,High,No,Pistachios dish
Pistachios,Nuts,74,35.9,3.7,8.7,37.3,High,No,Pistachios dish
Pistachios,Nuts,564,11.0,5.4,4.1,34.2,Low,Yes,Pistachios dish
Pistachios,Nuts,565,68.5,3.4,22.1,24.9,Low,Yes,Pistachios dish
Pistachios,Nuts,186,24.7,3.2,1.0,29.9,Low,Yes,Pistachios dish
Pistachios,Nuts,462,38.9,13.7,1.3,32.3,High,No,Pistachios dish
Pistachios,Nuts,127,9.5,10.0,31.8,47.6,Low,Yes,Pistachios dish
Pistachios,Nuts,290,7.4,2.7,8.7,1.9,Low,Yes,Pistachios dish
Pistachios,Nuts,167,57.2,13.4,4.0,46.0,High,No,Pistachios dish
Pistachios,Nuts,524,36.4,10.6,4.4,16.4,High,No,Pistachios dish
Pistachios,Nuts,20,2.9,2.2,17.1,19.6,Medium,No,Pistachios dish
Pistachios,Nuts,257,50.6,6.5,38.8,24.2,Low,Yes,Pistachios dish
Pistachios,Nuts,121,46.4,9.5,8.1,11.4,Low,Yes,Pistachios dish
Pistachios,Nuts,393,13.4,7.0,27.9,1.6,Low,Yes,Pistachios dish
Pistachios,Nuts,378,18.0,14.4,35.5,10.8,Low,Yes,Pistachios dish
Pistachios,Nuts,486,66.4,14.8,28.0,14.2,High,No,Pistachios dish
Pistachios,Nuts,175,25.5,3.2,19.5,23.4,Medium,No,Pistachios dish
Pistachios,Nuts,429,31.0,8.5,11.8,15.8,Low,Yes,Pistachios dish
Pistachios,Nuts,545,45.3,1.5,37.0,24.6,Medium,No,Pistachios dish
Pistachios,Nuts,371,38.2,12.8,29.4,43.8,Medium,No,Pistachios dish
Pistachios,Nuts,89,43.5,14.9,4.4,42.4,Low,Yes,Pistachios dish
Pistachios,Nuts,583,38.4,5.5,31.5,29.4,Medium,No,Pistachios dish
Hazelnuts,Nuts,478,28.8,6.8,34.1,1.7,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,31,67.1,8.0,9.2,38.0,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,17,61.2,6.5,10.1,1.5,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,299,55.1,14.8,10.1,47.4,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,159,66.5,5.9,3.5,26.8,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,552,17.2,10.2,20.4,29.4,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,30,61.2,14.5,17.4,14.9,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,86,41.0,2.5,27.8,45.4,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,403,19.6,10.4,7.1,41.4,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,510,33.3,10.4,13.4,36.4,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,544,35.1,5.9,6.5,11.7,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,552,63.0,4.0,9.4,40.3,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,27,56.1,9.1,10.4,7.9,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,140,5.2,9.9,28.8,2.2,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,437,60.6,4.0,35.2,14.9,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,128,11.9,3.3,32.4,0.9,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,104,68.2,2.6,22.3,19.8,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,239,19.1,0.7,7.8,16.3,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,540,6.3,4.6,16.9,37.1,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,366,52.7,0.9,12.3,40.2,High,No,Hazelnuts dish
Hazelnuts,Nuts,83,14.6,8.8,35.2,36.6,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,88,30.3,10.0,28.7,44.1,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,82,48.1,3.4,31.8,4.1,High,No,Hazelnuts dish
Hazelnuts,Nuts,302,48.2,13.1,25.8,7.9,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,80,12.2,3.8,7.7,16.3,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,558,25.6,11.3,35.7,0.9,High,No,Hazelnuts dish
Hazelnuts,Nuts,409,8.2,9.7,30.4,35.3,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,219,58.4,3.5,12.9,17.0,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,497,67.0,2.6,23.9,5.2,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,192,19.6,12.8,29.9,7.9,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,550,28.2,5.3,11.0,20.9,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,169,64.4,11.7,28.3,41.2,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,157,26.4,14.6,15.2,26.9,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,223,51.3,7.2,28.8,18.0,High,No,Hazelnuts dish
Hazelnuts,Nuts,413,20.2,10.7,26.3,24.8,High,No,Hazelnuts dish
Hazelnuts,Nuts,237,12.2,7.6,23.7,37.4,High,No,Hazelnuts dish
Hazelnuts,Nuts,420,25.3,12.9,5.1,36.4,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,96,54.9,9.5,11.4,8.1,High,No,Hazelnuts dish
Hazelnuts,Nuts,282,31.2,6.3,30.6,20.7,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,488,27.5,3.6,16.7,41.5,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,392,23.9,0.8,19.5,3.5,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,401,3.5,4.9,23.5,29.4,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,394,61.3,9.5,4.5,28.2,Low,Yes,Hazelnuts dish
Hazelnuts,Nuts,154,36.4,1.7,18.6,9.4,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,48,30.7,12.5,15.3,8.2,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,443,49.5,1.7,27.5,24.1,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,74,39.5,13.6,1.8,22.0,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,28,20.1,11.9,27.2,45.7,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,334,3.7,2.4,24.8,26.5,Medium,No,Hazelnuts dish
Hazelnuts,Nuts,356,32.1,11.5,15.7,27.0,Low,Yes,Hazelnuts dish
Mustard Oil (Sarso Tel),Healthy Fats,357,30.9,11.0,1.8,30.7,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,381,29.3,2.5,26.7,5.2,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,61,45.2,3.5,7.4,48.0,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,468,37.4,13.7,25.7,2.6,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,500,28.0,9.0,5.6,2.2,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,328,10.7,5.7,9.1,9.2,Medium,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,99,28.9,3.9,35.7,48.5,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,451,2.0,8.2,35.4,25.7,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,15,66.1,11.7,28.0,2.7,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,34,60.3,8.8,12.0,41.9,Medium,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,378,28.6,12.8,12.1,35.6,Medium,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,244,41.7,0.6,2.4,1.1,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,445,10.1,5.9,17.1,47.0,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,20,69.5,12.5,30.3,28.2,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,78,23.9,2.6,39.1,33.5,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,110,33.4,12.2,10.0,19.9,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,191,29.2,12.3,22.7,5.6,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,518,1.7,4.2,39.1,39.9,Medium,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,433,29.6,5.2,9.2,45.3,Medium,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,547,12.5,14.2,15.7,11.7,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,422,53.3,6.1,32.7,20.2,Medium,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,42,56.9,3.7,29.8,40.7,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,565,34.6,2.7,1.2,24.5,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,229,22.1,0.9,20.3,15.9,Medium,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,405,57.9,4.0,9.7,8.4,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,536,48.4,5.7,13.1,24.3,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,239,5.0,2.8,0.5,27.7,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,296,39.6,5.3,12.0,48.7,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,226,9.3,11.9,36.1,17.1,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,431,54.8,14.2,5.2,0.4,Medium,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,426,16.4,2.5,6.4,35.6,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,556,43.3,10.3,10.4,25.3,Medium,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,580,67.4,6.9,25.9,21.8,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,107,2.9,11.3,32.6,17.4,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,595,7.8,3.0,2.7,8.8,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,578,1.8,4.1,29.4,43.6,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,142,43.7,12.5,37.0,8.5,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,147,2.3,13.5,14.9,11.2,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,61,45.8,2.0,15.8,30.9,Medium,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,530,4.6,3.4,32.9,4.2,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,171,48.3,3.5,34.5,19.3,Medium,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,318,50.1,14.8,13.4,16.7,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,135,49.9,2.7,33.2,5.6,Medium,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,427,47.9,13.1,2.1,42.8,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,368,25.8,3.2,5.5,21.1,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,552,7.4,6.4,26.2,0.3,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,96,6.1,5.6,18.0,23.9,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,259,24.2,0.1,14.6,4.7,Low,Yes,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,288,17.1,4.4,34.2,45.0,High,No,Mustard dish
Mustard Oil (Sarso Tel),Healthy Fats,187,15.5,13.0,0.9,19.7,Medium,No,Mustard dish
Olive Oil,Healthy Fats,431,40.7,1.6,38.9,29.6,Medium,No,Olive dish
Olive Oil,Healthy Fats,95,57.4,2.8,20.6,15.2,High,No,Olive dish
Olive Oil,Healthy Fats,592,6.3,8.2,13.3,29.8,High,No,Olive dish
Olive Oil,Healthy Fats,410,2.2,11.3,13.2,6.1,Low,Yes,Olive dish
Olive Oil,Healthy Fats,58,15.1,12.4,13.7,18.9,Low,Yes,Olive dish
Olive Oil,Healthy Fats,30,22.5,14.3,19.5,28.6,Low,Yes,Olive dish
Olive Oil,Healthy Fats,417,4.2,9.7,3.4,45.5,Medium,No,Olive dish
Olive Oil,Healthy Fats,53,61.2,3.4,36.7,17.3,High,No,Olive dish
Olive Oil,Healthy Fats,465,50.8,15.0,2.8,30.8,Medium,No,Olive dish
Olive Oil,Healthy Fats,45,45.2,6.5,15.4,22.1,Medium,No,Olive dish
Olive Oil,Healthy Fats,86,36.2,14.4,32.0,35.7,Medium,No,Olive dish
Olive Oil,Healthy Fats,498,2.3,3.6,2.0,28.9,High,No,Olive dish
Olive Oil,Healthy Fats,96,61.3,8.3,8.7,41.0,Medium,No,Olive dish
Olive Oil,Healthy Fats,384,46.4,3.2,23.4,30.1,Low,Yes,Olive dish
Olive Oil,Healthy Fats,410,2.3,7.4,33.1,40.6,Medium,No,Olive dish
Olive Oil,Healthy Fats,454,36.2,2.8,22.8,41.2,Low,Yes,Olive dish
Olive Oil,Healthy Fats,174,66.7,1.1,11.7,6.8,Medium,No,Olive dish
Olive Oil,Healthy Fats,136,47.6,3.4,20.2,28.4,Low,Yes,Olive dish
Olive Oil,Healthy Fats,25,38.2,6.4,36.4,29.2,Medium,No,Olive dish
Olive Oil,Healthy Fats,297,28.2,8.1,6.1,20.5,High,No,Olive dish
Olive Oil,Healthy Fats,316,62.1,13.7,35.7,16.8,Low,Yes,Olive dish
Olive Oil,Healthy Fats,271,27.3,3.5,18.5,15.9,High,No,Olive dish
Olive Oil,Healthy Fats,91,24.3,7.8,8.1,32.5,Low,Yes,Olive dish
Olive Oil,Healthy Fats,480,59.8,13.8,30.2,23.2,Medium,No,Olive dish
Olive Oil,Healthy Fats,343,16.0,0.7,5.6,13.6,Low,Yes,Olive dish
Olive Oil,Healthy Fats,318,4.2,14.0,15.3,3.1,Medium,No,Olive dish
Olive Oil,Healthy Fats,117,62.7,2.5,21.4,11.7,Medium,No,Olive dish
Olive Oil,Healthy Fats,230,45.0,8.0,26.0,22.3,Medium,No,Olive dish
Olive Oil,Healthy Fats,556,66.4,13.8,13.2,28.8,High,No,Olive dish
Olive Oil,Healthy Fats,549,58.7,12.6,5.1,9.5,Low,Yes,Olive dish
Olive Oil,Healthy Fats,348,3.7,8.2,24.8,40.3,Medium,No,Olive dish
Olive Oil,Healthy Fats,193,1.8,2.2,40.0,13.4,Low,Yes,Olive dish
Olive Oil,Healthy Fats,66,15.3,5.3,9.0,14.4,High,No,Olive dish
Olive Oil,Healthy Fats,400,20.6,12.6,18.5,26.5,High,No,Olive dish
Olive Oil,Healthy Fats,209,9.1,9.5,25.5,11.8,Low,Yes,Olive dish
Olive Oil,Healthy Fats,91,6.8,1.1,11.0,37.8,High,No,Olive dish
Olive Oil,Healthy Fats,269,32.9,11.9,24.1,31.1,High,No,Olive dish
Olive Oil,Healthy Fats,591,45.2,13.6,22.1,20.4,Low,Yes,Olive dish
Olive Oil,Healthy Fats,22,68.8,14.9,16.2,10.2,High,No,Olive dish
Olive Oil,Healthy Fats,91,10.5,12.4,6.2,18.6,Low,Yes,Olive dish
Olive Oil,Healthy Fats,14,69.5,14.9,33.2,35.1,Medium,No,Olive dish
Olive Oil,Healthy Fats,371,52.6,10.5,6.9,37.2,Low,Yes,Olive dish
Olive Oil,Healthy Fats,358,33.1,13.8,39.1,10.3,High,No,Olive dish
Olive Oil,Healthy Fats,84,59.2,0.3,6.0,47.1,Medium,No,Olive dish
Olive Oil,Healthy Fats,14,16.4,0.8,8.7,28.0,Medium,No,Olive dish
Olive Oil,Healthy Fats,335,35.0,7.1,35.8,3.1,Medium,No,Olive dish
Olive Oil,Healthy Fats,541,29.3,12.2,27.1,36.6,High,No,Olive dish
Olive Oil,Healthy Fats,374,21.9,4.6,23.8,17.2,High,No,Olive dish
Olive Oil,Healthy Fats,139,35.7,9.3,35.6,16.8,Medium,No,Olive dish
Olive Oil,Healthy Fats,563,25.2,14.9,22.5,49.7,High,No,Olive dish
Coconut Oil,Healthy Fats,475,42.0,1.2,36.4,27.5,Medium,No,Coconut dish
Coconut Oil,Healthy Fats,563,50.7,5.0,12.0,14.4,Medium,No,Coconut dish
Coconut Oil,Healthy Fats,232,8.0,6.1,10.1,36.5,High,No,Coconut dish
Coconut Oil,Healthy Fats,307,41.8,5.4,11.5,14.5,High,No,Coconut dish
Coconut Oil,Healthy Fats,598,25.6,11.1,9.5,25.5,Low,Yes,Coconut dish
Coconut Oil,Healthy Fats,578,32.4,7.1,19.0,22.1,Medium,No,Coconut dish
Coconut Oil,Healthy Fats,384,54.6,2.0,21.8,33.4,High,No,Coconut dish
Coconut Oil,Healthy Fats,59,47.0,8.2,26.2,32.8,Low,Yes,Coconut dish
Coconut Oil,Healthy Fats,517,32.4,4.6,35.7,0.7,Low,Yes,Coconut dish
Coconut Oil,Healthy Fats,349,67.6,11.4,16.5,29.2,High,No,Coconut dish
Coconut Oil,Healthy Fats,247,6.1,6.8,4.9,26.8,Medium,No,Coconut dish
Coconut Oil,Healthy Fats,443,35.5,10.7,1.7,28.9,Low,Yes,Coconut dish
